;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors
57;57;0O2IAz1E9Ts;6;['images\\maxresdefault\\57_GB_0O2IAz1E9Ts_0.jpg'];[False];[200];['person', 'cell phone', 'person'];[0.9291215, 0.7714321, 0.7230814];"aria?)
emer
Ris onceeeeg tees

 
";['happy', 'happy'];[([(238, 238, 238), 'Grey93'], 21253.0), ([(255, 255, 255), 'White'], 5941.0), ([(215, 175, 175), 'MistyRose3'], 2069.0), ([(168, 168, 168), 'Grey66'], 2036.0), ([(135, 95, 95), 'LightPink4'], 1872.0)];[([(255, 255, 255), 'White'], 8396.0), ([(192, 192, 192), 'Silver'], 3529.0), ([(0, 0, 0), 'Black'], 2563.0), ([(128, 128, 128), 'Gray'], 2418.0), ([(128, 0, 128), 'Purple'], 1824.0)]
58;58;0PW9MWDWLH8;7;['images\\maxresdefault\\58_GB_0PW9MWDWLH8_0.jpg'];[False];[200];['person', 'person'];[0.89775795, 0.7326372];"    
    
 

a

yw ff:
; heya ee
CHALLENGE \\_ .
'W/ MY MOM , —
";['happy', 'happy'];[([(255, 255, 255), 'White'], 11252.0), ([(135, 95, 95), 'LightPink4'], 5389.0), ([(255, 0, 255), 'Fuchsia'], 4442.0), ([(68, 68, 68), 'Grey27'], 3914.0), ([(175, 135, 95), 'LightSalmon3'], 3114.0)];[([(128, 128, 128), 'Gray'], 7451.0), ([(255, 255, 255), 'White'], 4487.0), ([(192, 192, 192), 'Silver'], 3048.0), ([(128, 128, 0), 'Olive'], 1731.0), ([(255, 0, 255), 'Magenta'], 1554.0)]
59;59;0RxhuBwCwMs;1;['images\\maxresdefault\\59_GB_0RxhuBwCwMs_0.jpg'];[False];[200];['person', 'person'];[0.8720892, 0.72905624];" 
";['happy'];[([(18, 18, 18), 'Grey7'], 9144.0), ([(28, 28, 28), 'Grey11'], 8991.0), ([(8, 8, 8), 'Grey3'], 8536.0), ([(38, 38, 38), 'Grey15'], 5535.0), ([(48, 48, 48), 'Grey19'], 4159.0)];[([(0, 0, 0), 'Black'], 10695.0), ([(128, 128, 128), 'Gray'], 3827.0), ([(128, 0, 0), 'Maroon'], 2745.0), ([(192, 192, 192), 'Silver'], 2247.0), ([(128, 128, 0), 'Olive'], 1030.0)]
60;60;0SLu6i6Rm2g;6;['images\\maxresdefault\\60_GB_0SLu6i6Rm2g_0.jpg'];[False];[200];['person', 'person', 'person'];[0.71962357, 0.61816275, 0.52466875];" 
";[];[([(135, 95, 95), 'LightPink4'], 6845.0), ([(18, 18, 18), 'Grey7'], 6776.0), ([(28, 28, 28), 'Grey11'], 3979.0), ([(175, 135, 95), 'LightSalmon3'], 3933.0), ([(38, 38, 38), 'Grey15'], 3280.0)];[([(0, 0, 0), 'Black'], 6866.0), ([(128, 128, 128), 'Gray'], 5828.0), ([(192, 192, 192), 'Silver'], 2889.0), ([(255, 255, 255), 'White'], 2071.0), ([(128, 128, 0), 'Olive'], 1603.0)]
61;61;0URpDxIjZrQ;14;['ERROR'];[True];[404];[];[];;[];[];[]
62;62;0VQysq26ozE;1;['images\\maxresdefault\\62_GB_0VQysq26ozE_0.jpg'];[False];[200];[];[];" 
";[];[([(255, 255, 175), 'Wheat1'], 9078.0), ([(255, 255, 135), 'Khaki1'], 7514.0), ([(215, 215, 135), 'LightGoldenrod2'], 3736.0), ([(28, 28, 28), 'Grey11'], 2099.0), ([(18, 18, 18), 'Grey7'], 1972.0)];[([(192, 192, 192), 'Silver'], 7024.0), ([(255, 255, 255), 'White'], 5356.0), ([(128, 0, 0), 'Maroon'], 2440.0), ([(0, 0, 0), 'Black'], 2101.0), ([(128, 128, 128), 'Gray'], 2083.0)]
63;63;0VsgQmCPgoI;17;['ERROR'];[True];[404];[];[];;[];[];[]
64;64;0W86V2KcqiU;1;['ERROR'];[True];[404];[];[];;[];[];[]
65;65;0XElmYomloA;25;['ERROR'];[True];[404];[];[];;[];[];[]
66;66;0XR-FwfdOos;12;['ERROR'];[True];[404];[];[];;[];[];[]
67;67;0XuOkYlUWIs;23;['images\\maxresdefault\\67_GB_0XuOkYlUWIs_0.jpg'];[False];[200];['person', 'cell phone'];[0.78540385, 0.75760347];" 
";[];[([(8, 8, 8), 'Grey3'], 8961.0), ([(118, 118, 118), 'Grey46'], 4111.0), ([(38, 38, 38), 'Grey15'], 3283.0), ([(108, 108, 108), 'Grey42'], 3062.0), ([(88, 88, 88), 'Grey35'], 2846.0)];[([(128, 128, 128), 'Gray'], 7587.0), ([(0, 0, 0), 'Black'], 7534.0), ([(128, 0, 0), 'Maroon'], 3012.0), ([(192, 192, 192), 'Silver'], 923.0), ([(128, 128, 0), 'Olive'], 894.0)]
68;68;0Yp9WS6cJFA;5;['images\\maxresdefault\\68_GB_0Yp9WS6cJFA_0.jpg'];[False];[200];[];[];" 

 

      
 

     

 

A | % / i

KING

 

 

 

 

 

 

 

 
";[];[([(255, 255, 255), 'White'], 24052.0), ([(0, 0, 0), 'Black'], 3258.0), ([(95, 95, 0), 'Orange4'], 2118.0), ([(28, 28, 28), 'Grey11'], 1694.0), ([(175, 135, 95), 'LightSalmon3'], 1653.0)];[([(255, 255, 255), 'White'], 10402.0), ([(0, 0, 0), 'Black'], 4121.0), ([(128, 128, 128), 'Gray'], 2709.0), ([(128, 128, 0), 'Olive'], 1883.0), ([(192, 192, 192), 'Silver'], 1307.0)]
69;69;0aan7Vtcco0;18;['images\\maxresdefault\\69_GB_0aan7Vtcco0_0.jpg'];[False];[200];['person', 'person'];[0.58691007, 0.5677165];" 
";['fear'];[([(38, 38, 38), 'Grey15'], 5272.0), ([(48, 48, 48), 'Grey19'], 4860.0), ([(58, 58, 58), 'Grey23'], 4261.0), ([(0, 95, 135), 'DeepSkyBlue4'], 3751.0), ([(28, 28, 28), 'Grey11'], 3408.0)];[([(0, 0, 128), 'Navy'], 6711.0), ([(128, 128, 128), 'Gray'], 3978.0), ([(0, 0, 0), 'Black'], 3761.0), ([(192, 192, 192), 'Silver'], 2051.0), ([(0, 128, 128), 'Teal'], 1822.0)]
70;70;0enOVnTDmqA;1;['ERROR'];[True];[404];[];[];;[];[];[]
71;71;0fOZ4Nwm5Pg;9;['images\\maxresdefault\\71_GB_0fOZ4Nwm5Pg_0.jpg'];[False];[200];['person', 'person'];[0.7088722, 0.67943174];" 
";['fear'];[([(135, 95, 95), 'LightPink4'], 10878.0), ([(68, 68, 68), 'Grey27'], 5190.0), ([(78, 78, 78), 'Grey30'], 4913.0), ([(58, 58, 58), 'Grey23'], 4337.0), ([(28, 28, 28), 'Grey11'], 3733.0)];[([(128, 128, 128), 'Gray'], 9126.0), ([(128, 0, 0), 'Maroon'], 4182.0), ([(128, 128, 0), 'Olive'], 3645.0), ([(0, 0, 0), 'Black'], 3417.0), ([(192, 192, 192), 'Silver'], 300.0)]
72;72;0gLsukihjVg;14;['images\\maxresdefault\\72_GB_0gLsukihjVg_0.jpg'];[False];[200];['person'];[0.9689539];"   

| ny yr ae
Sean ts = #
";['neutral'];[([(18, 18, 18), 'Grey7'], 7150.0), ([(8, 8, 8), 'Grey3'], 6286.0), ([(28, 28, 28), 'Grey11'], 5117.0), ([(228, 228, 228), 'Grey89'], 4346.0), ([(0, 0, 0), 'Black'], 3472.0)];[([(0, 0, 0), 'Black'], 11384.0), ([(128, 128, 128), 'Gray'], 6739.0), ([(192, 192, 192), 'Silver'], 1925.0), ([(128, 0, 0), 'Maroon'], 269.0), ([(255, 255, 255), 'White'], 178.0)]
73;73;0gv90B5DIPo;15;['images\\maxresdefault\\73_GB_0gv90B5DIPo_0.jpg'];[False];[200];['tie', 'person', 'person', 'person'];[0.7807431, 0.71224904, 0.5807658, 0.5023018];" 
";['happy', 'neutral'];[([(8, 8, 8), 'Grey3'], 3201.0), ([(215, 215, 255), 'LightSteelBlue1'], 2616.0), ([(0, 0, 0), 'Black'], 2487.0), ([(215, 175, 135), 'Tan'], 2465.0), ([(18, 18, 18), 'Grey7'], 2256.0)];[([(128, 128, 128), 'Gray'], 6012.0), ([(192, 192, 192), 'Silver'], 5806.0), ([(0, 0, 0), 'Black'], 3571.0), ([(255, 255, 255), 'White'], 2442.0), ([(0, 0, 128), 'Navy'], 1195.0)]
74;74;0gwkMY-mzUQ;12;['images\\maxresdefault\\74_GB_0gwkMY-mzUQ_0.jpg'];[False];[200];['clock', 'clock'];[0.56646854, 0.5191272];" 
";[];[([(95, 0, 0), 'DarkRed'], 6221.0), ([(28, 28, 28), 'Grey11'], 4888.0), ([(135, 95, 0), 'Orange4'], 4414.0), ([(38, 38, 38), 'Grey15'], 3829.0), ([(215, 175, 95), 'LightGoldenrod3'], 3035.0)];[([(128, 0, 0), 'Maroon'], 11703.0), ([(0, 0, 0), 'Black'], 5383.0), ([(128, 128, 0), 'Olive'], 3127.0), ([(0, 128, 0), 'Green'], 352.0), ([(128, 128, 128), 'Gray'], 70.0)]
75;75;0hcp-eMOn4E;4;['ERROR'];[True];[404];[];[];;[];[];[]
76;76;0lXX3dJUAGY;12;['images\\maxresdefault\\76_GB_0lXX3dJUAGY_0.jpg'];[False];[200];[];[];"See
INTELLIGENT
PEOPLE

MORE LONELY?
";[];[([(0, 95, 135), 'DeepSkyBlue4'], 13698.0), ([(255, 255, 255), 'White'], 8139.0), ([(28, 28, 28), 'Grey11'], 4853.0), ([(18, 18, 18), 'Grey7'], 2964.0), ([(58, 58, 58), 'Grey23'], 2854.0)];[([(0, 0, 0), 'Black'], 7056.0), ([(0, 0, 128), 'Navy'], 5351.0), ([(128, 128, 128), 'Gray'], 3718.0), ([(255, 255, 255), 'White'], 3058.0), ([(0, 128, 128), 'Teal'], 735.0)]
77;77;0ldBURP-cWo;17;['images\\maxresdefault\\77_GB_0ldBURP-cWo_0.jpg'];[False];[200];['person'];[0.84282357];" 
";[];[([(8, 8, 8), 'Grey3'], 6625.0), ([(18, 18, 18), 'Grey7'], 5279.0), ([(255, 255, 255), 'White'], 3514.0), ([(28, 28, 28), 'Grey11'], 3255.0), ([(38, 38, 38), 'Grey15'], 2997.0)];[([(128, 128, 128), 'Gray'], 6214.0), ([(0, 0, 0), 'Black'], 5517.0), ([(192, 192, 192), 'Silver'], 3772.0), ([(0, 0, 128), 'Navy'], 1963.0), ([(128, 128, 0), 'Olive'], 1130.0)]
78;78;0nybdPCuvRI;13;['images\\maxresdefault\\78_GB_0nybdPCuvRI_0.jpg'];[False];[200];['person', 'person'];[0.7573674, 0.7464981];"93 3rdQtr 1:59 23

 
";[];[([(208, 208, 208), 'Grey82'], 14627.0), ([(215, 215, 215), 'Grey84'], 12387.0), ([(215, 215, 175), 'LightYellow3'], 4665.0), ([(58, 58, 58), 'Grey23'], 3265.0), ([(218, 218, 218), 'Grey85'], 2689.0)];[([(192, 192, 192), 'Silver'], 11877.0), ([(128, 0, 0), 'Maroon'], 3327.0), ([(128, 128, 128), 'Gray'], 1905.0), ([(0, 0, 0), 'Black'], 1706.0), ([(128, 128, 0), 'Olive'], 1446.0)]
79;79;0oXu0XfXYYE;2;['images\\maxresdefault\\79_GB_0oXu0XfXYYE_0.jpg'];[False];[200];['person'];[0.8989196];" 
";['surprise'];[([(215, 175, 135), 'Tan'], 10864.0), ([(255, 175, 135), 'LightSalmon1'], 6259.0), ([(255, 215, 175), 'NavajoWhite1'], 6025.0), ([(215, 135, 95), 'LightSalmon3'], 5574.0), ([(255, 175, 175), 'LightPink1'], 4582.0)];[([(192, 192, 192), 'Silver'], 10815.0), ([(128, 128, 128), 'Gray'], 3814.0), ([(255, 255, 255), 'White'], 1861.0), ([(128, 128, 0), 'Olive'], 1478.0), ([(128, 0, 0), 'Maroon'], 1389.0)]
80;80;0uJUW24505E;31;['images\\maxresdefault\\80_GB_0uJUW24505E_0.jpg'];[False];[200];[];[];" 
";[];[([(0, 0, 0), 'Black'], 14413.0), ([(8, 8, 8), 'Grey3'], 4723.0), ([(48, 48, 48), 'Grey19'], 4618.0), ([(38, 38, 38), 'Grey15'], 4117.0), ([(58, 58, 58), 'Grey23'], 3841.0)];[([(0, 0, 0), 'Black'], 10688.0), ([(128, 128, 128), 'Gray'], 6185.0), ([(192, 192, 192), 'Silver'], 3607.0), ([(255, 255, 255), 'White'], 256.0), ([(255, 0, 0), 'Red'], 0.0)]
81;81;11K013qpRR4;6;['images\\maxresdefault\\81_GB_11K013qpRR4_0.jpg'];[False];[200];['cup'];[0.5546306];"ie

x
FILMSEVECT

 

TRAILER.
";[];[([(95, 0, 0), 'DarkRed'], 11973.0), ([(38, 38, 38), 'Grey15'], 6237.0), ([(255, 255, 0), 'Yellow'], 4738.0), ([(255, 95, 0), 'OrangeRed1'], 3512.0), ([(255, 255, 255), 'White'], 3096.0)];[([(255, 255, 0), 'Yellow'], 9069.0), ([(128, 0, 0), 'Maroon'], 6046.0), ([(255, 0, 0), 'Red'], 3685.0), ([(128, 128, 0), 'Olive'], 827.0), ([(255, 255, 255), 'White'], 413.0)]
82;82;12B8DNBoYRA;12;['images\\maxresdefault\\82_GB_12B8DNBoYRA_0.jpg'];[False];[200];[];[];" 

T-Mobile 5:50 PM

< unclemurda @

 

Era

 

realsway Lenny Grant aka
@UncleMurda premier ""The Year End
Rap Up

9 @©reply

You the PG version I'm the rated
R version | didn't mean to take ya
shit it just happened but my shit
be way better than ya shit you fell

© off my G

Who is this?

o BO
";[];[([(255, 255, 255), 'White'], 48349.0), ([(0, 0, 0), 'Black'], 4334.0), ([(238, 238, 238), 'Grey93'], 1628.0), ([(228, 228, 228), 'Grey89'], 994.0), ([(218, 218, 218), 'Grey85'], 216.0)];[([(255, 255, 255), 'White'], 16131.0), ([(0, 0, 0), 'Black'], 3336.0), ([(192, 192, 192), 'Silver'], 902.0), ([(128, 128, 128), 'Gray'], 307.0), ([(128, 0, 0), 'Maroon'], 59.0)]
83;83;13434sOl4Zo;6;['images\\maxresdefault\\83_GB_13434sOl4Zo_0.jpg'];[False];[200];['dog'];[0.86174476];" 
";[];[([(48, 48, 48), 'Grey19'], 8764.0), ([(38, 38, 38), 'Grey15'], 7662.0), ([(58, 58, 58), 'Grey23'], 4004.0), ([(228, 228, 228), 'Grey89'], 3950.0), ([(78, 78, 78), 'Grey30'], 2905.0)];[([(128, 128, 128), 'Gray'], 7745.0), ([(0, 0, 0), 'Black'], 5748.0), ([(192, 192, 192), 'Silver'], 4039.0), ([(128, 0, 0), 'Maroon'], 1359.0), ([(255, 255, 255), 'White'], 1233.0)]
84;84;137EH-5jNLI;26;['ERROR'];[True];[404];[];[];;[];[];[]
85;85;14G7Qw5DC9M;1;['images\\maxresdefault\\85_GB_14G7Qw5DC9M_0.jpg'];[False];[200];[];[];" 
";[];[([(95, 95, 215), 'SlateBlue3'], 27211.0), ([(255, 255, 0), 'Yellow'], 13378.0), ([(255, 255, 255), 'White'], 2533.0), ([(238, 238, 238), 'Grey93'], 1782.0), ([(255, 215, 215), 'MistyRose1'], 1473.0)];[([(255, 255, 0), 'Yellow'], 10438.0), ([(0, 0, 255), 'Blue'], 5254.0), ([(255, 255, 255), 'White'], 1789.0), ([(0, 0, 0), 'Black'], 1534.0), ([(128, 128, 128), 'Gray'], 614.0)]
86;86;14G7U6pTcFk;3;['images\\maxresdefault\\86_GB_14G7U6pTcFk_0.jpg'];[False];[200];['person'];[0.62217164];" 
";[];[([(0, 0, 0), 'Black'], 17770.0), ([(18, 18, 18), 'Grey7'], 11095.0), ([(8, 8, 8), 'Grey3'], 8365.0), ([(28, 28, 28), 'Grey11'], 5130.0), ([(38, 38, 38), 'Grey15'], 3156.0)];[([(0, 0, 0), 'Black'], 16757.0), ([(128, 0, 0), 'Maroon'], 2266.0), ([(128, 128, 128), 'Gray'], 1100.0), ([(192, 192, 192), 'Silver'], 183.0), ([(0, 128, 128), 'Teal'], 172.0)]
87;87;15aTCG3as6Q;13;['images\\maxresdefault\\87_GB_15aTCG3as6Q_0.jpg'];[False];[200];['person', 'person'];[0.7457214, 0.5177383];"   

OMG IT'S Nile
";[];[([(28, 28, 28), 'Grey11'], 3810.0), ([(38, 38, 38), 'Grey15'], 2187.0), ([(48, 48, 48), 'Grey19'], 2163.0), ([(135, 95, 95), 'LightPink4'], 2070.0), ([(255, 255, 255), 'White'], 2067.0)];[([(192, 192, 192), 'Silver'], 5888.0), ([(128, 128, 128), 'Gray'], 5851.0), ([(0, 0, 0), 'Black'], 3261.0), ([(128, 0, 0), 'Maroon'], 2415.0), ([(128, 128, 0), 'Olive'], 1384.0)]
88;88;17wT_2StvnM;8;['ERROR'];[True];[404];[];[];;[];[];[]
89;89;18RqtFuaNe8;4;['images\\maxresdefault\\89_GB_18RqtFuaNe8_0.jpg'];[False];[200];[];[];" 
";[];[([(255, 255, 255), 'White'], 6280.0), ([(135, 175, 175), 'LightSkyBlue3'], 3007.0), ([(198, 198, 198), 'Grey78'], 2500.0), ([(78, 78, 78), 'Grey30'], 1997.0), ([(95, 175, 135), 'CadetBlue'], 1975.0)];[([(128, 128, 128), 'Gray'], 9558.0), ([(192, 192, 192), 'Silver'], 7414.0), ([(255, 255, 255), 'White'], 1467.0), ([(0, 128, 128), 'Teal'], 1015.0), ([(128, 0, 0), 'Maroon'], 509.0)]
90;90;18thGW1YjRM;12;['images\\maxresdefault\\90_GB_18thGW1YjRM_0.jpg'];[False];[200];['person', 'person'];[0.9484663, 0.8354743];" 
";['happy', 'neutral'];[([(228, 228, 228), 'Grey89'], 7562.0), ([(18, 18, 18), 'Grey7'], 5139.0), ([(238, 238, 238), 'Grey93'], 4017.0), ([(8, 8, 8), 'Grey3'], 3513.0), ([(218, 218, 218), 'Grey85'], 2960.0)];[([(192, 192, 192), 'Silver'], 7025.0), ([(0, 0, 0), 'Black'], 6396.0), ([(128, 128, 128), 'Gray'], 3982.0), ([(255, 255, 255), 'White'], 2523.0), ([(128, 128, 0), 'Olive'], 310.0)]
91;91;1Aoc-cd9eYs;35;['images\\maxresdefault\\91_GB_1Aoc-cd9eYs_0.jpg'];[False];[200];['person', 'person'];[0.86671716, 0.7623494];" 
";[];[([(215, 215, 175), 'LightYellow3'], 7565.0), ([(175, 135, 95), 'LightSalmon3'], 4790.0), ([(215, 175, 135), 'Tan'], 3668.0), ([(255, 0, 0), 'Red'], 3345.0), ([(238, 238, 238), 'Grey93'], 2394.0)];[([(192, 192, 192), 'Silver'], 7727.0), ([(128, 128, 128), 'Gray'], 4655.0), ([(255, 255, 255), 'White'], 2752.0), ([(128, 128, 0), 'Olive'], 2637.0), ([(0, 0, 0), 'Black'], 1860.0)]
92;92;1EC8lBwroOc;11;['images\\maxresdefault\\92_GB_1EC8lBwroOc_0.jpg'];[False];[200];['person', 'person', 'person'];[0.9098099, 0.8103073, 0.67610645];" 
";['neutral', 'neutral'];[([(218, 218, 218), 'Grey85'], 10924.0), ([(28, 28, 28), 'Grey11'], 3558.0), ([(228, 228, 228), 'Grey89'], 3396.0), ([(38, 38, 38), 'Grey15'], 2896.0), ([(118, 118, 118), 'Grey46'], 2556.0)];[([(0, 0, 0), 'Black'], 6628.0), ([(128, 128, 128), 'Gray'], 6609.0), ([(192, 192, 192), 'Silver'], 5937.0), ([(255, 255, 255), 'White'], 955.0), ([(0, 0, 128), 'Navy'], 503.0)]
93;93;1HcoMNJUiM0;6;['images\\maxresdefault\\93_GB_1HcoMNJUiM0_0.jpg'];[False];[200];['person'];[0.7714958];" 
";[];[([(28, 28, 28), 'Grey11'], 8016.0), ([(18, 18, 18), 'Grey7'], 4656.0), ([(38, 38, 38), 'Grey15'], 4255.0), ([(255, 255, 255), 'White'], 4213.0), ([(78, 78, 78), 'Grey30'], 3098.0)];[([(128, 128, 128), 'Gray'], 6495.0), ([(192, 192, 192), 'Silver'], 5265.0), ([(0, 0, 0), 'Black'], 3784.0), ([(255, 255, 255), 'White'], 3693.0), ([(0, 128, 128), 'Teal'], 639.0)]
94;94;1KVBFtSuCm0;8;['ERROR'];[True];[404];[];[];;[];[];[]
95;95;1LWbRkt490A;8;['ERROR'];[True];[404];[];[];;[];[];[]
96;96;1Nu_oGucpDI;10;['ERROR'];[True];[404];[];[];;[];[];[]
97;97;1R0Xgq1bxZI;9;['images\\maxresdefault\\97_GB_1R0Xgq1bxZI_0.jpg'];[False];[200];['person', 'person'];[0.7796864, 0.72101855];" 
";[];[([(135, 135, 95), 'Wheat4'], 5266.0), ([(175, 135, 95), 'LightSalmon3'], 3213.0), ([(208, 208, 208), 'Grey82'], 2961.0), ([(135, 95, 95), 'LightPink4'], 2798.0), ([(228, 228, 228), 'Grey89'], 2681.0)];[([(128, 128, 128), 'Gray'], 11057.0), ([(192, 192, 192), 'Silver'], 7802.0), ([(255, 255, 255), 'White'], 1250.0), ([(0, 0, 0), 'Black'], 401.0), ([(128, 0, 0), 'Maroon'], 73.0)]
98;98;1SnWTW6YXbE;20;['ERROR'];[True];[404];[];[];;[];[];[]
99;99;1Wo6WEBhBBw;14;['ERROR'];[True];[404];[];[];;[];[];[]
100;100;1XKSo2mFC6c;4;['images\\maxresdefault\\100_GB_1XKSo2mFC6c_0.jpg'];[False];[200];['person', 'potted plant', 'vase', 'dining table', 'person', 'chair'];[0.8745495, 0.81346494, 0.77714586, 0.7426899, 0.5274965, 0.5033713];" 
";[];[([(0, 135, 215), 'DeepSkyBlue3'], 4969.0), ([(18, 18, 18), 'Grey7'], 4678.0), ([(215, 215, 175), 'LightYellow3'], 4630.0), ([(255, 215, 215), 'MistyRose1'], 4061.0), ([(0, 175, 215), 'DeepSkyBlue2'], 3533.0)];[([(192, 192, 192), 'Silver'], 5817.0), ([(0, 0, 0), 'Black'], 4874.0), ([(128, 128, 128), 'Gray'], 3362.0), ([(0, 128, 128), 'Teal'], 2590.0), ([(255, 255, 255), 'White'], 2436.0)]
101;101;1Xr-3eDioL8;12;['ERROR'];[True];[404];[];[];;[];[];[]
102;102;1XsKiDXWtyE;15;['images\\maxresdefault\\102_GB_1XsKiDXWtyE_0.jpg'];[False];[200];['person', 'person'];[0.80046767, 0.6807669];" 
";[];[([(0, 95, 135), 'DeepSkyBlue4'], 12679.0), ([(0, 95, 95), 'DeepSkyBlue4'], 9870.0), ([(0, 95, 175), 'DeepSkyBlue4'], 6350.0), ([(0, 135, 175), 'DeepSkyBlue3'], 3336.0), ([(95, 135, 175), 'SteelBlue'], 2837.0)];[([(0, 128, 128), 'Teal'], 13777.0), ([(128, 128, 128), 'Gray'], 2765.0), ([(192, 192, 192), 'Silver'], 2737.0), ([(0, 0, 128), 'Navy'], 1110.0), ([(255, 255, 255), 'White'], 257.0)]
103;103;1XvdgeXuyPs;7;['ERROR'];[True];[404];[];[];;[];[];[]
104;104;1_Nr0hrjR24;12;['images\\maxresdefault\\104_GB_1_Nr0hrjR24_0.jpg'];[False];[200];['person'];[0.81503063];"-. wee
Tesla Semi Unveil

Part3 of3 ~~ ——
";['happy'];[([(8, 8, 8), 'Grey3'], 20930.0), ([(0, 0, 0), 'Black'], 6241.0), ([(18, 18, 18), 'Grey7'], 5654.0), ([(28, 28, 28), 'Grey11'], 3690.0), ([(255, 255, 255), 'White'], 3467.0)];[([(0, 0, 0), 'Black'], 13678.0), ([(128, 128, 128), 'Gray'], 3380.0), ([(255, 255, 255), 'White'], 2048.0), ([(192, 192, 192), 'Silver'], 1063.0), ([(128, 0, 0), 'Maroon'], 222.0)]
105;105;1_OVkSsH4NY;10;['ERROR'];[True];[404];[];[];;[];[];[]
106;106;1cUUfMeOijg;1;['images\\maxresdefault\\106_GB_1cUUfMeOijg_0.jpg'];[False];[200];[];[];" 
";[];[([(0, 95, 95), 'DeepSkyBlue4'], 6349.0), ([(95, 0, 95), 'DeepPink4'], 6084.0), ([(175, 0, 0), 'Red3'], 2936.0), ([(175, 0, 95), 'DeepPink4'], 2534.0), ([(215, 0, 0), 'Red3'], 2397.0)];[([(0, 0, 128), 'Navy'], 3624.0), ([(128, 128, 128), 'Gray'], 3507.0), ([(128, 0, 128), 'Purple'], 3454.0), ([(0, 128, 128), 'Teal'], 3338.0), ([(128, 0, 0), 'Maroon'], 1460.0)]
107;107;1ce456Nnkt8;34;['images\\maxresdefault\\107_GB_1ce456Nnkt8_0.jpg'];[False];[200];['person', 'person'];[0.50996333, 0.5035339];" 
";[];[([(95, 0, 0), 'DarkRed'], 13575.0), ([(0, 0, 0), 'Black'], 13427.0), ([(18, 18, 18), 'Grey7'], 8098.0), ([(8, 8, 8), 'Grey3'], 5070.0), ([(175, 0, 0), 'Red3'], 4247.0)];[([(128, 0, 0), 'Maroon'], 10488.0), ([(0, 0, 0), 'Black'], 6983.0), ([(255, 0, 0), 'Red'], 3147.0), ([(255, 255, 0), 'Yellow'], 77.0), ([(128, 128, 0), 'Olive'], 40.0)]
108;108;1cgK-BIrXes;9;['images\\maxresdefault\\108_GB_1cgK-BIrXes_0.jpg'];[False];[200];['person'];[0.86933714];" 
  

   

wy ke |

#VeteransDay: Thank You for Everything
";['neutral'];[([(135, 95, 95), 'LightPink4'], 4308.0), ([(8, 8, 8), 'Grey3'], 3630.0), ([(238, 238, 238), 'Grey93'], 3299.0), ([(208, 208, 208), 'Grey82'], 2894.0), ([(218, 218, 218), 'Grey85'], 2793.0)];[([(128, 128, 128), 'Gray'], 11036.0), ([(192, 192, 192), 'Silver'], 6060.0), ([(128, 128, 0), 'Olive'], 1674.0), ([(128, 0, 0), 'Maroon'], 1086.0), ([(0, 0, 0), 'Black'], 672.0)]
109;109;1dQEfL2BfUM;12;['images\\maxresdefault\\109_GB_1dQEfL2BfUM_0.jpg'];[False];[200];[];[];"Ss
S

pe

  

HOW TO DESIGN
A COMIX PAGE

    
 
";[];[([(0, 95, 175), 'DeepSkyBlue4'], 23514.0), ([(58, 58, 58), 'Grey23'], 11115.0), ([(238, 238, 238), 'Grey93'], 7078.0), ([(255, 255, 255), 'White'], 1958.0), ([(48, 48, 48), 'Grey19'], 1930.0)];[([(0, 128, 128), 'Teal'], 16405.0), ([(255, 255, 255), 'White'], 2995.0), ([(192, 192, 192), 'Silver'], 838.0), ([(128, 128, 128), 'Gray'], 498.0), ([(0, 0, 0), 'Black'], 0.0)]
110;110;1eS_17CG9sk;1;['images\\maxresdefault\\110_GB_1eS_17CG9sk_0.jpg'];[False];[200];['person', 'person', 'cup'];[0.9194056, 0.8121197, 0.73040366];" 
";['happy', 'happy'];[([(95, 175, 215), 'SkyBlue3'], 4936.0), ([(158, 158, 158), 'Grey62'], 3724.0), ([(168, 168, 168), 'Grey66'], 2870.0), ([(135, 95, 95), 'LightPink4'], 2648.0), ([(128, 128, 128), 'Grey'], 2524.0)];[([(128, 128, 128), 'Gray'], 10038.0), ([(192, 192, 192), 'Silver'], 7463.0), ([(0, 0, 0), 'Black'], 1092.0), ([(0, 255, 255), 'Cyan'], 870.0), ([(0, 128, 128), 'Teal'], 417.0)]
111;111;1gSu12JpKP8;3;['images\\maxresdefault\\111_GB_1gSu12JpKP8_0.jpg'];[False];[200];['person', 'person', 'person', 'person'];[0.953404, 0.71841824, 0.7163467, 0.654778];" 
";[];[([(0, 0, 0), 'Black'], 14697.0), ([(135, 135, 95), 'Wheat4'], 6097.0), ([(95, 135, 95), 'DarkSeaGreen4'], 5899.0), ([(0, 135, 95), 'SpringGreen4'], 4997.0), ([(78, 78, 78), 'Grey30'], 3397.0)];[([(128, 128, 0), 'Olive'], 10295.0), ([(128, 128, 128), 'Gray'], 5888.0), ([(0, 128, 128), 'Teal'], 2949.0), ([(0, 128, 0), 'Green'], 1533.0), ([(0, 255, 255), 'Cyan'], 63.0)]
112;112;1glTOFPECNI;1;['ERROR'];[True];[404];[];[];;[];[];[]
