;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors;gray_mean_score;color_mean_score;gray_hist_score;red_hist_score;green_hist_score;blue_hist_score;edges_score;entropy_score;vevo
37;37;-NIP2zgVsRY;7;['images\\maxresdefault\\37_US_-NIP2zgVsRY_0.jpg'];[False];[200];[];[];" 
";[];[([(175, 95, 95), 'IndianRed'], 5488.0), ([(135, 95, 95), 'LightPink4'], 4324.0), ([(135, 95, 0), 'Orange4'], 4009.0), ([(175, 135, 95), 'LightSalmon3'], 4008.0), ([(38, 38, 38), 'Grey15'], 2754.0)];[([(192, 192, 192), 'Silver'], 7899.0), ([(128, 128, 128), 'Gray'], 6579.0), ([(128, 128, 0), 'Olive'], 2552.0), ([(0, 0, 0), 'Black'], 1634.0), ([(128, 0, 0), 'Maroon'], 1515.0)];841779.0;939233.0;5370.97900390625;3683.92041015625;5205.5380859375;5827.587890625;1678914.0;290.05399839835263;False
38;38;-NcG4L0pwvE;6;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
39;39;-OK9i1_YYYc;3;['images\\maxresdefault\\39_US_-OK9i1_YYYc_0.jpg'];[False];[200];['giraffe', 'giraffe'];[0.95522857, 0.91216415];" 

 

 

 

 

 

 

( -
ae 2
a wh} j
A

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 
";[];[([(0, 0, 0), 'Black'], 24883.0), ([(135, 135, 95), 'Wheat4'], 2361.0), ([(175, 175, 135), 'NavajoWhite3'], 2337.0), ([(78, 78, 78), 'Grey30'], 2197.0), ([(135, 95, 95), 'LightPink4'], 1710.0)];[([(128, 128, 128), 'Gray'], 10257.0), ([(192, 192, 192), 'Silver'], 3943.0), ([(0, 0, 0), 'Black'], 3010.0), ([(128, 128, 0), 'Olive'], 1651.0), ([(255, 255, 255), 'White'], 857.0)];979357.0;1168179.0;5385.83056640625;4682.5673828125;5191.62255859375;5349.4716796875;1678870.0;439.0244823246768;False
40;40;-Q5pHm2Cfq4;3;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
41;41;-QPdRfqTnt4;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
42;42;-QR-TB_k20M;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
43;43;-Qv6p6pTz5I;7;['images\\maxresdefault\\43_US_-Qv6p6pTz5I_0.jpg'];[False];[200];['person'];[0.9443385];"   

OFFIGIAL
TRAILER

 
";['happy'];[([(28, 28, 28), 'Grey11'], 5506.0), ([(48, 48, 48), 'Grey19'], 5134.0), ([(58, 58, 58), 'Grey23'], 4852.0), ([(38, 38, 38), 'Grey15'], 4670.0), ([(68, 68, 68), 'Grey27'], 4274.0)];[([(0, 0, 0), 'Black'], 8844.0), ([(128, 128, 128), 'Gray'], 4887.0), ([(128, 128, 0), 'Olive'], 2583.0), ([(255, 255, 255), 'White'], 2177.0), ([(128, 0, 0), 'Maroon'], 828.0)];1310314.0;968306.0;4382.9580078125;4202.044921875;4453.0166015625;5061.3173828125;1678822.0;245.26026770392406;False
44;44;-QxZv_wJ1aA;1;['images\\maxresdefault\\44_US_-QxZv_wJ1aA_0.jpg'];[False];[200];['frisbee', 'dog'];[0.86829764, 0.83167136];" 
";[];[([(175, 175, 135), 'NavajoWhite3'], 7696.0), ([(208, 208, 208), 'Grey82'], 3069.0), ([(228, 228, 228), 'Grey89'], 3020.0), ([(198, 198, 198), 'Grey78'], 2703.0), ([(218, 218, 218), 'Grey85'], 2468.0)];[([(192, 192, 192), 'Silver'], 10526.0), ([(255, 255, 255), 'White'], 2969.0), ([(0, 0, 0), 'Black'], 2585.0), ([(128, 128, 128), 'Gray'], 2185.0), ([(0, 255, 255), 'Cyan'], 771.0)];831166.0;1065250.0;6417.3369140625;5670.2109375;6423.16748046875;6385.2880859375;1679009.0;285.7453380620067;False
45;45;-R9F2_D76TE;12;['images\\maxresdefault\\45_US_-R9F2_D76TE_0.jpg'];[False];[200];[];[];" 
   

  

  

IDETECTION OF}
| THE FIRST STARS

    
 
";[];[([(0, 0, 175), 'Blue3'], 5914.0), ([(0, 135, 215), 'DeepSkyBlue3'], 3849.0), ([(0, 95, 215), 'DodgerBlue3'], 2963.0), ([(18, 18, 18), 'Grey7'], 2639.0), ([(28, 28, 28), 'Grey11'], 2509.0)];[([(0, 0, 128), 'Navy'], 5893.0), ([(0, 0, 255), 'Blue'], 5080.0), ([(0, 128, 128), 'Teal'], 4700.0), ([(0, 255, 255), 'Cyan'], 2741.0), ([(0, 0, 0), 'Black'], 753.0)];1205083.0;1015660.0;3929.3759765625;5034.12255859375;2384.708740234375;5245.92138671875;1678510.0;278.79395950120124;False
46;46;-RUbNqpwOt8;4;['images\\maxresdefault\\46_US_-RUbNqpwOt8_0.jpg'];[False];[200];['tie', 'person'];[0.74304676, 0.7207596];" 
";[];[([(255, 255, 255), 'White'], 35902.0), ([(0, 0, 0), 'Black'], 2182.0), ([(95, 95, 135), 'MediumPurple4'], 1626.0), ([(135, 135, 175), 'LightSlateGrey'], 1472.0), ([(238, 238, 238), 'Grey93'], 1075.0)];[([(255, 255, 255), 'White'], 12527.0), ([(128, 128, 128), 'Gray'], 4285.0), ([(192, 192, 192), 'Silver'], 2690.0), ([(0, 0, 0), 'Black'], 542.0), ([(128, 0, 0), 'Maroon'], 305.0)];1110112.0;1307624.0;9390.40234375;9362.107421875;9308.2265625;8845.3115234375;1679798.0;860.046104564695;False
47;47;-RmUADCWI4A;7;['images\\maxresdefault\\47_US_-RmUADCWI4A_0.jpg'];[False];[200];['person'];[0.924532];" 

 

 
";[];[([(175, 175, 135), 'NavajoWhite3'], 6727.0), ([(168, 168, 168), 'Grey66'], 4098.0), ([(158, 158, 158), 'Grey62'], 3630.0), ([(175, 175, 175), 'Grey69'], 2560.0), ([(78, 78, 78), 'Grey30'], 2424.0)];[([(128, 128, 128), 'Gray'], 10339.0), ([(0, 0, 0), 'Black'], 5117.0), ([(192, 192, 192), 'Silver'], 2611.0), ([(0, 0, 128), 'Navy'], 1257.0), ([(128, 0, 0), 'Maroon'], 687.0)];961202.0;1145974.0;5182.9375;5897.82421875;5522.291015625;5130.06982421875;1679158.0;275.95984441139456;False
48;48;-SIp6xSP7ds;8;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
49;49;-SJywvgaJEI;5;['images\\maxresdefault\\49_US_-SJywvgaJEI_0.jpg'];[False];[200];['person', 'clock', 'cell phone'];[0.9036889, 0.76672417, 0.57151335];" 
";[];[([(215, 175, 135), 'Tan'], 5305.0), ([(135, 135, 95), 'Wheat4'], 4632.0), ([(68, 68, 68), 'Grey27'], 3344.0), ([(58, 58, 58), 'Grey23'], 2952.0), ([(78, 78, 78), 'Grey30'], 2924.0)];[([(128, 128, 128), 'Gray'], 10516.0), ([(192, 192, 192), 'Silver'], 4747.0), ([(0, 0, 0), 'Black'], 2938.0), ([(128, 128, 0), 'Olive'], 755.0), ([(128, 0, 0), 'Maroon'], 721.0)];897299.0;1138597.0;5666.87109375;5878.00634765625;5843.55078125;5379.35205078125;1679302.0;234.01372840636083;False
50;50;-TQpVg4vcrk;9;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
51;51;-V1Oo7srGf0;3;['images\\maxresdefault\\51_US_-V1Oo7srGf0_0.jpg'];[False];[200];['person'];[0.6887351];" 
";[];[([(175, 135, 135), 'RosyBrown'], 7781.0), ([(175, 175, 135), 'NavajoWhite3'], 7062.0), ([(8, 8, 8), 'Grey3'], 4167.0), ([(18, 18, 18), 'Grey7'], 3551.0), ([(28, 28, 28), 'Grey11'], 3105.0)];[([(128, 128, 128), 'Gray'], 9772.0), ([(0, 0, 0), 'Black'], 4099.0), ([(128, 0, 0), 'Maroon'], 3470.0), ([(255, 0, 0), 'Red'], 1584.0), ([(192, 192, 192), 'Silver'], 617.0)];994014.0;1023311.0;5833.7021484375;5925.3818359375;5537.97607421875;5782.23828125;1679167.0;188.98993250200203;False
52;52;-VgOGzBcMIg;7;['images\\maxresdefault\\52_US_-VgOGzBcMIg_0.jpg'];[False];[200];['person'];[0.9366237];"   

~@eeetArvre
";[];[([(198, 198, 198), 'Grey78'], 3268.0), ([(95, 135, 135), 'PaleTurquoise4'], 3124.0), ([(135, 175, 135), 'DarkSeaGreen'], 3097.0), ([(95, 135, 175), 'SteelBlue'], 2968.0), ([(215, 175, 175), 'MistyRose3'], 2368.0)];[([(128, 128, 128), 'Gray'], 9743.0), ([(192, 192, 192), 'Silver'], 7408.0), ([(0, 128, 128), 'Teal'], 2001.0), ([(128, 0, 128), 'Purple'], 1048.0), ([(128, 0, 0), 'Maroon'], 403.0)];709065.0;1019514.0;8099.20751953125;8306.015625;7778.517578125;6738.794921875;1678504.0;216.05159592723948;False
53;53;-W6v2_0evUU;3;['images\\maxresdefault\\53_US_-W6v2_0evUU_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'handbag'];[0.8497003, 0.6584397, 0.6536599, 0.568513, 0.5274634];" 
";['neutral', 'neutral', 'neutral'];[([(18, 18, 18), 'Grey7'], 11225.0), ([(0, 0, 0), 'Black'], 10963.0), ([(8, 8, 8), 'Grey3'], 10454.0), ([(28, 28, 28), 'Grey11'], 5150.0), ([(215, 0, 0), 'Red3'], 2693.0)];[([(0, 0, 0), 'Black'], 15882.0), ([(128, 128, 128), 'Gray'], 2425.0), ([(128, 0, 0), 'Maroon'], 933.0), ([(128, 128, 0), 'Olive'], 932.0), ([(255, 255, 0), 'Yellow'], 438.0)];1331128.0;1293847.0;7109.666015625;7530.19970703125;7346.96142578125;6615.625;1679364.0;190.17377874385082;False
54;54;-WRcZ9xHMuE;2;['images\\maxresdefault\\54_US_-WRcZ9xHMuE_0.jpg'];[False];[200];['cell phone', 'person', 'remote', 'cell phone'];[0.86537844, 0.863338, 0.82783806, 0.56864464];" 
";[];[([(175, 175, 135), 'NavajoWhite3'], 9401.0), ([(95, 135, 135), 'PaleTurquoise4'], 5178.0), ([(135, 135, 175), 'LightSlateGrey'], 2102.0), ([(18, 18, 18), 'Grey7'], 1916.0), ([(95, 95, 135), 'MediumPurple4'], 1780.0)];[([(128, 128, 128), 'Gray'], 8089.0), ([(192, 192, 192), 'Silver'], 3805.0), ([(0, 0, 128), 'Navy'], 3439.0), ([(0, 128, 128), 'Teal'], 1872.0), ([(0, 0, 0), 'Black'], 1835.0)];894660.0;1081566.0;4495.6123046875;6341.8359375;4950.4716796875;4248.36767578125;1679178.0;228.9100789383366;False
55;55;-WedqN1iYbM;5;['images\\maxresdefault\\55_US_-WedqN1iYbM_0.jpg'];[False];[200];['person'];[0.9789444];" 

 
";[];[([(255, 95, 95), 'IndianRed1'], 6711.0), ([(28, 28, 28), 'Grey11'], 5895.0), ([(175, 135, 135), 'RosyBrown'], 5619.0), ([(48, 48, 48), 'Grey19'], 3934.0), ([(38, 38, 38), 'Grey15'], 3550.0)];[([(0, 0, 0), 'Black'], 6943.0), ([(128, 128, 128), 'Gray'], 6204.0), ([(192, 192, 192), 'Silver'], 3396.0), ([(0, 0, 128), 'Navy'], 2023.0), ([(128, 0, 0), 'Maroon'], 1294.0)];918547.0;929869.0;4701.02880859375;5325.77734375;4417.814453125;3216.20458984375;1679190.0;273.1587919002402;False
56;56;-YRlVB6Qgug;7;['images\\maxresdefault\\56_US_-YRlVB6Qgug_0.jpg'];[False];[200];['person', 'vase', 'book'];[0.6121576, 0.54338896, 0.5013155];" 
";['neutral'];[([(238, 238, 238), 'Grey93'], 3344.0), ([(218, 218, 218), 'Grey85'], 3313.0), ([(228, 228, 228), 'Grey89'], 2875.0), ([(18, 18, 18), 'Grey7'], 2642.0), ([(208, 208, 208), 'Grey82'], 2616.0)];[([(128, 128, 128), 'Gray'], 5077.0), ([(192, 192, 192), 'Silver'], 4678.0), ([(0, 0, 0), 'Black'], 4008.0), ([(255, 255, 255), 'White'], 3547.0), ([(128, 0, 0), 'Maroon'], 1789.0)];1011019.0;999394.0;4161.4287109375;4354.478515625;4146.427734375;3931.5478515625;1678840.0;255.06990046905386;False
57;57;-_jlqATo9eo;8;['images\\maxresdefault\\57_US_-_jlqATo9eo_0.jpg'];[False];[200];['book', 'book', 'person', 'book', 'book', 'book', 'book', 'book', 'book', 'book'];[0.7751216, 0.63729024, 0.60856825, 0.5990094, 0.59693915, 0.5963722, 0.5723532, 0.54000473, 0.52148193, 0.51783353];" 
";['happy'];[([(38, 38, 38), 'Grey15'], 7585.0), ([(48, 48, 48), 'Grey19'], 6158.0), ([(28, 28, 28), 'Grey11'], 5822.0), ([(18, 18, 18), 'Grey7'], 4618.0), ([(135, 95, 95), 'LightPink4'], 3527.0)];[([(0, 0, 0), 'Black'], 8375.0), ([(128, 128, 128), 'Gray'], 3795.0), ([(192, 192, 192), 'Silver'], 3614.0), ([(128, 0, 0), 'Maroon'], 2582.0), ([(0, 0, 128), 'Navy'], 757.0)];1283587.0;972045.0;4234.6220703125;4097.8369140625;4341.29833984375;3803.447509765625;1678871.0;188.87381306486674;False
58;58;-a12nTEcoqE;1;['images\\maxresdefault\\58_US_-a12nTEcoqE_0.jpg'];[False];[200];['person', 'person'];[0.54462355, 0.52130157];"Peed ade

    

NEEDS NO INTRODU¢

""™ DAVID LEY

   
";['happy'];[([(28, 28, 28), 'Grey11'], 21564.0), ([(18, 18, 18), 'Grey7'], 8888.0), ([(38, 38, 38), 'Grey15'], 5076.0), ([(135, 95, 95), 'LightPink4'], 3131.0), ([(48, 48, 48), 'Grey19'], 2434.0)];[([(0, 0, 0), 'Black'], 11261.0), ([(128, 128, 128), 'Gray'], 5199.0), ([(128, 0, 0), 'Maroon'], 2542.0), ([(192, 192, 192), 'Silver'], 600.0), ([(255, 255, 255), 'White'], 542.0)];1353087.0;743160.0;7112.6376953125;6722.74169921875;7000.8720703125;6761.173828125;1679539.0;476.34927353849673;False
59;59;-cQoGwpDBPs;1;['images\\maxresdefault\\59_US_-cQoGwpDBPs_0.jpg'];[False];[200];['person'];[0.7463529];" 
";[];[([(198, 198, 198), 'Grey78'], 8000.0), ([(188, 188, 188), 'Grey74'], 6030.0), ([(88, 88, 88), 'Grey35'], 5600.0), ([(208, 208, 208), 'Grey82'], 4371.0), ([(192, 192, 192), 'Silver'], 4169.0)];[([(192, 192, 192), 'Silver'], 9508.0), ([(128, 128, 128), 'Gray'], 6797.0), ([(255, 255, 255), 'White'], 1789.0), ([(0, 0, 0), 'Black'], 1451.0), ([(128, 128, 0), 'Olive'], 618.0)];1018117.0;1093991.0;7786.068359375;8278.556640625;8006.5576171875;7410.15869140625;1680071.0;221.64157419059606;False
60;60;-e-xXN-tcFU;23;['images\\maxresdefault\\60_US_-e-xXN-tcFU_0.jpg'];[False];[200];['person', 'person'];[0.7741405, 0.5617841];" 
";[];[([(135, 95, 95), 'LightPink4'], 10667.0), ([(215, 175, 175), 'MistyRose3'], 10251.0), ([(175, 135, 135), 'RosyBrown'], 6425.0), ([(175, 135, 95), 'LightSalmon3'], 4531.0), ([(215, 175, 135), 'Tan'], 2988.0)];[([(192, 192, 192), 'Silver'], 9120.0), ([(128, 128, 128), 'Gray'], 3582.0), ([(128, 0, 0), 'Maroon'], 3207.0), ([(128, 128, 0), 'Olive'], 3121.0), ([(0, 0, 0), 'Black'], 1706.0)];970605.0;1086841.0;5320.2529296875;4842.3369140625;5304.841796875;6382.8798828125;1679204.0;176.95435304885024;False
61;61;-gfGtIHfU7A;4;['images\\maxresdefault\\61_US_-gfGtIHfU7A_0.jpg'];[False];[200];[];[];" 
";[];[([(95, 95, 135), 'MediumPurple4'], 7739.0), ([(28, 28, 28), 'Grey11'], 5487.0), ([(255, 175, 0), 'Orange1'], 3306.0), ([(78, 78, 78), 'Grey30'], 3249.0), ([(68, 68, 68), 'Grey27'], 3045.0)];[([(128, 128, 128), 'Gray'], 12709.0), ([(0, 0, 0), 'Black'], 3901.0), ([(0, 128, 128), 'Teal'], 1221.0), ([(128, 128, 0), 'Olive'], 975.0), ([(0, 0, 128), 'Navy'], 712.0)];1158134.0;1108933.0;4919.4189453125;5842.025390625;5493.3369140625;4108.7431640625;1678444.0;221.42146207527742;False
62;62;-hI5Ds3IgVM;3;['images\\maxresdefault\\62_US_-hI5Ds3IgVM_0.jpg'];[False];[200];[];[];" 

 

 

 

 
";[];[([(8, 8, 8), 'Grey3'], 9211.0), ([(255, 255, 255), 'White'], 8854.0), ([(0, 0, 0), 'Black'], 8448.0), ([(215, 175, 95), 'LightGoldenrod3'], 3611.0), ([(175, 135, 95), 'LightSalmon3'], 3421.0)];[([(0, 0, 0), 'Black'], 8615.0), ([(255, 255, 255), 'White'], 4859.0), ([(128, 128, 128), 'Gray'], 2601.0), ([(192, 192, 192), 'Silver'], 2178.0), ([(128, 128, 0), 'Olive'], 1322.0)];1003748.0;1245726.0;5473.97412109375;5082.38525390625;5248.5029296875;4126.3125;1677518.0;271.62647294359914;False
63;63;-hg9t3PdhFE;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
64;64;-hg_VRwS5RI;3;['images\\maxresdefault\\64_US_-hg_VRwS5RI_0.jpg'];[False];[200];['person'];[0.54774994];" 
";[];[([(255, 215, 215), 'MistyRose1'], 5504.0), ([(238, 238, 238), 'Grey93'], 5250.0), ([(215, 215, 175), 'LightYellow3'], 4855.0), ([(215, 175, 175), 'MistyRose3'], 4251.0), ([(228, 228, 228), 'Grey89'], 4119.0)];[([(192, 192, 192), 'Silver'], 10992.0), ([(255, 255, 255), 'White'], 5138.0), ([(128, 128, 128), 'Gray'], 2250.0), ([(0, 0, 0), 'Black'], 1828.0), ([(128, 128, 0), 'Olive'], 238.0)];808269.0;1029915.0;8486.5439453125;7296.017578125;8406.169921875;8397.4189453125;1679226.0;245.2662166800137;False
65;65;-kETYvHON_I;7;['images\\maxresdefault\\65_US_-kETYvHON_I_0.jpg'];[False];[200];['snowboard'];[0.81985134];" 
";[];[([(95, 175, 175), 'CadetBlue'], 9969.0), ([(135, 175, 175), 'LightSkyBlue3'], 9452.0), ([(28, 28, 28), 'Grey11'], 5518.0), ([(175, 215, 255), 'LightSkyBlue1'], 3560.0), ([(135, 95, 0), 'Orange4'], 3555.0)];[([(128, 128, 128), 'Gray'], 9763.0), ([(192, 192, 192), 'Silver'], 6439.0), ([(0, 0, 0), 'Black'], 2294.0), ([(128, 0, 0), 'Maroon'], 1153.0), ([(255, 255, 255), 'White'], 915.0)];804178.0;1112471.0;6935.5146484375;5484.28515625;6906.9423828125;7013.1015625;1679152.0;356.3482439080197;False
66;66;-kTWIm7m4Uw;27;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
67;67;-knTMViJqMU;4;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
68;68;-l7TOYJZBtI;1;['images\\maxresdefault\\68_US_-l7TOYJZBtI_0.jpg'];[False];[200];['person', 'person'];[0.93758076, 0.9279531];" 
";['surprise', 'happy', 'neutral', 'happy', 'surprise', 'happy'];[([(108, 108, 108), 'Grey42'], 5967.0), ([(118, 118, 118), 'Grey46'], 4367.0), ([(98, 98, 98), 'Grey39'], 3998.0), ([(128, 128, 128), 'Grey'], 2845.0), ([(88, 88, 88), 'Grey35'], 2154.0)];[([(192, 192, 192), 'Silver'], 6924.0), ([(128, 128, 128), 'Gray'], 5015.0), ([(0, 0, 0), 'Black'], 4789.0), ([(128, 0, 0), 'Maroon'], 1761.0), ([(128, 128, 0), 'Olive'], 1756.0)];933392.0;996800.0;5318.88623046875;4701.96630859375;5057.65625;5630.40234375;1679886.0;181.2718224459444;False
69;69;-lgcAySBbTA;5;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
70;70;-m3L9lA5_tA;3;['images\\maxresdefault\\70_US_-m3L9lA5_tA_0.jpg'];[False];[200];['person'];[0.7059272];" 
";[];[([(255, 255, 255), 'White'], 28807.0), ([(135, 95, 0), 'Orange4'], 5826.0), ([(135, 95, 95), 'LightPink4'], 4136.0), ([(68, 68, 68), 'Grey27'], 2708.0), ([(95, 95, 135), 'MediumPurple4'], 2669.0)];[([(255, 255, 255), 'White'], 11530.0), ([(128, 128, 128), 'Gray'], 4874.0), ([(0, 0, 128), 'Navy'], 1062.0), ([(128, 128, 0), 'Olive'], 1008.0), ([(0, 128, 128), 'Teal'], 794.0)];1325759.0;1313989.0;9396.4287109375;8106.35986328125;9601.83984375;8211.82421875;1679803.0;913.2434504061321;False
71;71;-mvfLtZTe3Q;5;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
72;72;-nbm90xAhWY;6;['images\\maxresdefault\\72_US_-nbm90xAhWY_0.jpg'];[False];[200];[];[];" 

Behind The Scenes
Fifth Elimination
";[];[([(0, 0, 0), 'Black'], 44746.0), ([(8, 8, 8), 'Grey3'], 1610.0), ([(238, 238, 238), 'Grey93'], 1195.0), ([(255, 175, 215), 'Pink1'], 651.0), ([(18, 18, 18), 'Grey7'], 422.0)];[([(0, 0, 0), 'Black'], 12139.0), ([(192, 192, 192), 'Silver'], 2598.0), ([(128, 128, 128), 'Gray'], 2088.0), ([(255, 255, 255), 'White'], 1826.0), ([(0, 128, 128), 'Teal'], 523.0)];1203990.0;1465898.0;11339.30859375;10990.998046875;11115.82421875;11141.26953125;1679813.0;1429.2809747168517;False
73;73;-o7zywbiFVI;6;['images\\maxresdefault\\73_US_-o7zywbiFVI_0.jpg'];[False];[200];['person'];[0.76526433];" 
";['happy'];[([(135, 135, 95), 'Wheat4'], 9937.0), ([(135, 95, 95), 'LightPink4'], 6022.0), ([(68, 68, 68), 'Grey27'], 3442.0), ([(175, 135, 135), 'RosyBrown'], 3039.0), ([(175, 175, 135), 'NavajoWhite3'], 2796.0)];[([(128, 128, 128), 'Gray'], 6483.0), ([(128, 128, 0), 'Olive'], 4606.0), ([(255, 255, 255), 'White'], 3084.0), ([(192, 192, 192), 'Silver'], 2824.0), ([(128, 0, 0), 'Maroon'], 2036.0)];973194.0;942973.0;5464.357421875;4224.69677734375;5677.6513671875;5733.43896484375;1679193.0;242.65038325134427;False
74;74;-oCQn2VkStI;7;['images\\maxresdefault\\74_US_-oCQn2VkStI_0.jpg'];[False];[200];['person', 'person'];[0.7996124, 0.7985842];" 
";['happy'];[([(158, 158, 158), 'Grey62'], 4695.0), ([(148, 148, 148), 'Grey58'], 3873.0), ([(48, 48, 48), 'Grey19'], 3597.0), ([(128, 128, 128), 'Grey'], 3290.0), ([(58, 58, 58), 'Grey23'], 3172.0)];[([(128, 128, 128), 'Gray'], 11426.0), ([(0, 0, 0), 'Black'], 3146.0), ([(192, 192, 192), 'Silver'], 2887.0), ([(255, 0, 0), 'Red'], 1391.0), ([(0, 0, 128), 'Navy'], 1033.0)];943480.0;1024552.0;5064.44921875;5592.7666015625;4651.4267578125;4139.046875;1679294.0;200.425351790413;False
75;75;-oOlAGKBXnA;7;['images\\maxresdefault\\75_US_-oOlAGKBXnA_0.jpg'];[False];[200];['backpack', 'person'];[0.6241597, 0.6079436];" 
";[];[([(118, 118, 118), 'Grey46'], 6083.0), ([(128, 128, 128), 'Grey'], 5891.0), ([(135, 135, 135), 'Grey53'], 3909.0), ([(135, 95, 95), 'LightPink4'], 3827.0), ([(135, 135, 95), 'Wheat4'], 3527.0)];[([(128, 128, 128), 'Gray'], 11394.0), ([(0, 0, 0), 'Black'], 4891.0), ([(128, 0, 0), 'Maroon'], 1682.0), ([(128, 0, 128), 'Purple'], 1387.0), ([(255, 255, 0), 'Yellow'], 590.0)];748119.0;785727.0;6955.77490234375;7389.103515625;6798.4775390625;6607.0400390625;1679641.0;170.11211531861343;False
76;76;-oXybog2IuI;6;['images\\maxresdefault\\76_US_-oXybog2IuI_0.jpg'];[False];[200];[];[];"SO
i FACTS ABOUT
eS

KOALA'S
~S___mental_floss
";[];[([(0, 135, 95), 'SpringGreen4'], 14667.0), ([(95, 175, 135), 'CadetBlue'], 12423.0), ([(0, 0, 95), 'NavyBlue'], 7942.0), ([(0, 95, 135), 'DeepSkyBlue4'], 4317.0), ([(255, 255, 255), 'White'], 3602.0)];[([(128, 128, 128), 'Gray'], 10586.0), ([(0, 128, 128), 'Teal'], 6282.0), ([(255, 255, 255), 'White'], 2858.0), ([(0, 0, 0), 'Black'], 547.0), ([(192, 192, 192), 'Silver'], 355.0)];1180013.0;1024044.0;6645.6259765625;8187.4521484375;6604.029296875;7074.962890625;1679064.0;206.0443885139;False
77;77;-p-PToD2URA;11;['images\\maxresdefault\\77_US_-p-PToD2URA_0.jpg'];[False];[200];[];[];" 

SPACEX

ARTIST: TEST SHOT STARFISH -
FLIGHT-PROVEN
";[];[([(18, 18, 18), 'Grey7'], 22220.0), ([(28, 28, 28), 'Grey11'], 17210.0), ([(8, 8, 8), 'Grey3'], 6716.0), ([(38, 38, 38), 'Grey15'], 3972.0), ([(0, 0, 0), 'Black'], 2682.0)];[([(0, 0, 0), 'Black'], 17694.0), ([(0, 0, 128), 'Navy'], 1205.0), ([(255, 255, 255), 'White'], 984.0), ([(192, 192, 192), 'Silver'], 381.0), ([(128, 128, 128), 'Gray'], 335.0)];1360820.0;926528.0;10930.0;9898.4423828125;10275.755859375;12438.984375;1680315.0;535.1708042558059;False
78;78;-p2lhxUqMMQ;6;['images\\maxresdefault\\78_US_-p2lhxUqMMQ_0.jpg'];[False];[200];[];[];" 
";[];[([(175, 95, 0), 'DarkOrange3'], 4806.0), ([(48, 48, 48), 'Grey19'], 4521.0), ([(215, 95, 0), 'DarkOrange3'], 4206.0), ([(255, 215, 135), 'LightGoldenrod2'], 3844.0), ([(175, 175, 135), 'NavajoWhite3'], 3815.0)];[([(128, 128, 0), 'Olive'], 5790.0), ([(192, 192, 192), 'Silver'], 5140.0), ([(0, 0, 0), 'Black'], 3991.0), ([(128, 0, 0), 'Maroon'], 2407.0), ([(128, 128, 128), 'Gray'], 2122.0)];1013532.0;1101737.0;3232.14453125;3683.7578125;3203.300048828125;3621.22802734375;1678241.0;271.23406932845216;False
79;79;-pCzLbCCppo;5;['images\\maxresdefault\\79_US_-pCzLbCCppo_0.jpg'];[False];[200];[];[];"a Ric Contd

1O5E8"" + 000.8

 
";['neutral'];[([(255, 255, 255), 'White'], 9836.0), ([(88, 88, 88), 'Grey35'], 2664.0), ([(38, 38, 38), 'Grey15'], 2171.0), ([(95, 135, 135), 'PaleTurquoise4'], 2163.0), ([(95, 175, 0), 'Chartreuse3'], 2012.0)];[([(128, 128, 128), 'Gray'], 6739.0), ([(192, 192, 192), 'Silver'], 5554.0), ([(255, 255, 255), 'White'], 3719.0), ([(0, 0, 0), 'Black'], 3021.0), ([(128, 0, 0), 'Maroon'], 738.0)];1011587.0;1141403.0;4711.25;4057.861328125;5033.4990234375;3685.021484375;1678368.0;315.8048278229036;False
80;80;-ppaazmNIgA;5;['images\\maxresdefault\\80_US_-ppaazmNIgA_0.jpg'];[False];[200];['person'];[0.71256864];"Ss eRe Ate

Calas Datel alos
Nee fs

 
";['happy'];[([(0, 0, 0), 'Black'], 4385.0), ([(38, 38, 38), 'Grey15'], 3971.0), ([(8, 8, 8), 'Grey3'], 3895.0), ([(28, 28, 28), 'Grey11'], 3840.0), ([(18, 18, 18), 'Grey7'], 3606.0)];[([(0, 0, 0), 'Black'], 8994.0), ([(128, 128, 128), 'Gray'], 5477.0), ([(192, 192, 192), 'Silver'], 4321.0), ([(255, 255, 255), 'White'], 740.0), ([(128, 0, 0), 'Maroon'], 341.0)];1025156.0;1033477.0;3938.31298828125;4050.125;3553.33203125;3962.271484375;1679240.0;225.8003660908363;False
