;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors;gray_mean_score;color_mean_score;gray_hist_score;red_hist_score;blue_hist_score;green_hist_score;edges_score;entropy_score;vevo
47;47;0ANDjPQPS_Q;10;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
48;48;0AUFyFEt35g;2;['images\\maxresdefault\\48_GB_0AUFyFEt35g_0.jpg'];[False];[200];[];[];" 
";[];[([(0, 0, 0), 'Black'], 13237.0), ([(18, 18, 18), 'Grey7'], 7260.0), ([(135, 95, 95), 'LightPink4'], 6211.0), ([(28, 28, 28), 'Grey11'], 5848.0), ([(38, 38, 38), 'Grey15'], 4024.0)];[([(0, 0, 0), 'Black'], 12997.0), ([(128, 128, 128), 'Gray'], 3042.0), ([(128, 128, 0), 'Olive'], 1680.0), ([(128, 0, 0), 'Maroon'], 1592.0), ([(192, 192, 192), 'Silver'], 1317.0)];1318490.0;1204609.0;5327.37109375;6443.86572265625;5096.36083984375;5310.5869140625;1679424.0;231.21793845097818;False
49;49;0DpCDxoj_Xg;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
50;50;0EQuVfP-vXs;12;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
51;51;0GGbHtKmobQ;2;['images\\maxresdefault\\51_GB_0GGbHtKmobQ_0.jpg'];[False];[200];['person'];[0.93999696];" 
";[];[([(8, 8, 8), 'Grey3'], 19388.0), ([(0, 0, 0), 'Black'], 15756.0), ([(28, 28, 28), 'Grey11'], 12360.0), ([(18, 18, 18), 'Grey7'], 6006.0), ([(38, 38, 38), 'Grey15'], 2475.0)];[([(0, 0, 0), 'Black'], 19336.0), ([(128, 0, 0), 'Maroon'], 1077.0), ([(128, 128, 0), 'Olive'], 148.0), ([(0, 128, 128), 'Teal'], 62.0), ([(128, 128, 128), 'Gray'], 58.0)];1333491.0;1388468.0;11740.4912109375;10891.8544921875;10634.0654296875;11171.7255859375;1680578.0;777.4456011897952;False
52;52;0GQmGOju6CE;26;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
53;53;0JcNT6jYGwI;22;['images\\maxresdefault\\53_GB_0JcNT6jYGwI_0.jpg'];[False];[200];['person'];[0.9284354];"Paty del

BES | cme At Ee

 
";[];[([(95, 135, 175), 'SteelBlue'], 4436.0), ([(108, 108, 108), 'Grey42'], 4067.0), ([(98, 98, 98), 'Grey39'], 3476.0), ([(215, 95, 135), 'HotPink3'], 2858.0), ([(88, 88, 88), 'Grey35'], 2719.0)];[([(128, 128, 128), 'Gray'], 12082.0), ([(192, 192, 192), 'Silver'], 5061.0), ([(0, 0, 0), 'Black'], 2074.0), ([(128, 0, 128), 'Purple'], 732.0), ([(255, 255, 255), 'White'], 187.0)];962973.0;1207585.0;5721.8115234375;6422.3291015625;5590.14892578125;5323.765625;1678775.0;190.32685047477406;False
54;54;0NS51Iph2Ms;8;['images\\maxresdefault\\54_GB_0NS51Iph2Ms_0.jpg'];[False];[200];['person', 'person', 'tie'];[0.9611212, 0.9246486, 0.81093377];" 
";['neutral', 'neutral'];[([(38, 38, 38), 'Grey15'], 4415.0), ([(135, 95, 95), 'LightPink4'], 4279.0), ([(28, 28, 28), 'Grey11'], 4136.0), ([(0, 95, 95), 'DeepSkyBlue4'], 3903.0), ([(175, 215, 255), 'LightSkyBlue1'], 3831.0)];[([(128, 128, 128), 'Gray'], 8905.0), ([(0, 0, 0), 'Black'], 4466.0), ([(255, 255, 255), 'White'], 3187.0), ([(192, 192, 192), 'Silver'], 1537.0), ([(0, 128, 0), 'Green'], 746.0)];1118667.0;899596.0;3385.04443359375;3784.3115234375;3565.5595703125;3936.90625;1679099.0;244.95503946916827;False
55;55;0NWKUHl6JLY;10;['images\\maxresdefault\\55_GB_0NWKUHl6JLY_0.jpg'];[False];[200];['stop sign'];[0.68423325];"Nindies Showcase Spring 2018

 
";[];[([(255, 255, 255), 'White'], 40313.0), ([(215, 0, 0), 'Red3'], 9463.0), ([(255, 0, 0), 'Red'], 3516.0), ([(215, 95, 95), 'IndianRed'], 1261.0), ([(238, 238, 238), 'Grey93'], 779.0)];[([(255, 255, 255), 'White'], 12188.0), ([(255, 0, 0), 'Red'], 7667.0), ([(192, 192, 192), 'Silver'], 596.0), ([(128, 128, 128), 'Gray'], 285.0), ([(0, 0, 0), 'Black'], 0.0)];1281454.0;1452486.0;11696.427734375;10349.03125;12066.990234375;11223.52734375;1679985.0;1449.4661937993365;False
56;56;0Np4K_PAfnI;2;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
57;57;0O2IAz1E9Ts;6;['images\\maxresdefault\\57_GB_0O2IAz1E9Ts_0.jpg'];[False];[200];['person', 'cell phone', 'person'];[0.9291215, 0.7714321, 0.7230814];"aria?)
emer
Ris onceeeeg tees

 
";['happy', 'happy'];[([(238, 238, 238), 'Grey93'], 21253.0), ([(255, 255, 255), 'White'], 5941.0), ([(215, 175, 175), 'MistyRose3'], 2069.0), ([(168, 168, 168), 'Grey66'], 2036.0), ([(135, 95, 95), 'LightPink4'], 1872.0)];[([(255, 255, 255), 'White'], 8396.0), ([(192, 192, 192), 'Silver'], 3529.0), ([(0, 0, 0), 'Black'], 2563.0), ([(128, 128, 128), 'Gray'], 2418.0), ([(128, 0, 128), 'Purple'], 1824.0)];1088279.0;1208276.0;7022.333984375;7001.54296875;6632.59033203125;6973.35205078125;1679370.0;533.7908706097701;False
58;58;0PW9MWDWLH8;7;['images\\maxresdefault\\58_GB_0PW9MWDWLH8_0.jpg'];[False];[200];['person', 'person'];[0.89775795, 0.7326372];"    
    
 

a

yw ff:
; heya ee
CHALLENGE \\_ .
'W/ MY MOM , —
";['happy', 'happy'];[([(255, 255, 255), 'White'], 11252.0), ([(135, 95, 95), 'LightPink4'], 5389.0), ([(255, 0, 255), 'Fuchsia'], 4442.0), ([(68, 68, 68), 'Grey27'], 3914.0), ([(175, 135, 95), 'LightSalmon3'], 3114.0)];[([(128, 128, 128), 'Gray'], 7451.0), ([(255, 255, 255), 'White'], 4487.0), ([(192, 192, 192), 'Silver'], 3048.0), ([(128, 128, 0), 'Olive'], 1731.0), ([(255, 0, 255), 'Magenta'], 1554.0)];993292.0;1136712.0;5566.318359375;4402.265625;5095.3388671875;4515.09765625;1678632.0;322.5300308889143;False
59;59;0RxhuBwCwMs;1;['images\\maxresdefault\\59_GB_0RxhuBwCwMs_0.jpg'];[False];[200];['person', 'person'];[0.8720892, 0.72905624];" 
";['happy'];[([(18, 18, 18), 'Grey7'], 9144.0), ([(28, 28, 28), 'Grey11'], 8991.0), ([(8, 8, 8), 'Grey3'], 8536.0), ([(38, 38, 38), 'Grey15'], 5535.0), ([(48, 48, 48), 'Grey19'], 4159.0)];[([(0, 0, 0), 'Black'], 10695.0), ([(128, 128, 128), 'Gray'], 3827.0), ([(128, 0, 0), 'Maroon'], 2745.0), ([(192, 192, 192), 'Silver'], 2247.0), ([(128, 128, 0), 'Olive'], 1030.0)];1327083.0;1071284.0;6159.20703125;5465.02099609375;5963.158203125;5838.75341796875;1678980.0;264.57464820958705;False
60;60;0SLu6i6Rm2g;6;['images\\maxresdefault\\60_GB_0SLu6i6Rm2g_0.jpg'];[False];[200];['person', 'person', 'person'];[0.71962357, 0.61816275, 0.52466875];" 
";[];[([(135, 95, 95), 'LightPink4'], 6845.0), ([(18, 18, 18), 'Grey7'], 6776.0), ([(28, 28, 28), 'Grey11'], 3979.0), ([(175, 135, 95), 'LightSalmon3'], 3933.0), ([(38, 38, 38), 'Grey15'], 3280.0)];[([(0, 0, 0), 'Black'], 6866.0), ([(128, 128, 128), 'Gray'], 5828.0), ([(192, 192, 192), 'Silver'], 2889.0), ([(255, 255, 255), 'White'], 2071.0), ([(128, 128, 0), 'Olive'], 1603.0)];1100698.0;1037211.0;2228.6796875;2557.000244140625;2527.4189453125;2591.485595703125;1678509.0;338.11165770506807;False
61;61;0URpDxIjZrQ;14;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
62;62;0VQysq26ozE;1;['images\\maxresdefault\\62_GB_0VQysq26ozE_0.jpg'];[False];[200];[];[];" 
";[];[([(255, 255, 175), 'Wheat1'], 9078.0), ([(255, 255, 135), 'Khaki1'], 7514.0), ([(215, 215, 135), 'LightGoldenrod2'], 3736.0), ([(28, 28, 28), 'Grey11'], 2099.0), ([(18, 18, 18), 'Grey7'], 1972.0)];[([(192, 192, 192), 'Silver'], 7024.0), ([(255, 255, 255), 'White'], 5356.0), ([(128, 0, 0), 'Maroon'], 2440.0), ([(0, 0, 0), 'Black'], 2101.0), ([(128, 128, 128), 'Gray'], 2083.0)];1069075.0;857834.0;5827.83203125;5061.8935546875;5596.9345703125;5442.9619140625;1678989.0;276.076993479007;False
63;63;0VsgQmCPgoI;17;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
64;64;0W86V2KcqiU;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
65;65;0XElmYomloA;25;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
66;66;0XR-FwfdOos;12;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
67;67;0XuOkYlUWIs;23;['images\\maxresdefault\\67_GB_0XuOkYlUWIs_0.jpg'];[False];[200];['person', 'cell phone'];[0.78540385, 0.75760347];" 
";[];[([(8, 8, 8), 'Grey3'], 8961.0), ([(118, 118, 118), 'Grey46'], 4111.0), ([(38, 38, 38), 'Grey15'], 3283.0), ([(108, 108, 108), 'Grey42'], 3062.0), ([(88, 88, 88), 'Grey35'], 2846.0)];[([(128, 128, 128), 'Gray'], 7587.0), ([(0, 0, 0), 'Black'], 7534.0), ([(128, 0, 0), 'Maroon'], 3012.0), ([(192, 192, 192), 'Silver'], 923.0), ([(128, 128, 0), 'Olive'], 894.0)];1028221.0;1046103.0;5011.9970703125;5462.28515625;5164.80078125;4952.5224609375;1679379.0;245.44056744079626;False
68;68;0Yp9WS6cJFA;5;['images\\maxresdefault\\68_GB_0Yp9WS6cJFA_0.jpg'];[False];[200];[];[];" 

 

      
 

     

 

A | % / i

KING

 

 

 

 

 

 

 

 
";[];[([(255, 255, 255), 'White'], 24052.0), ([(0, 0, 0), 'Black'], 3258.0), ([(95, 95, 0), 'Orange4'], 2118.0), ([(28, 28, 28), 'Grey11'], 1694.0), ([(175, 135, 95), 'LightSalmon3'], 1653.0)];[([(255, 255, 255), 'White'], 10402.0), ([(0, 0, 0), 'Black'], 4121.0), ([(128, 128, 128), 'Gray'], 2709.0), ([(128, 128, 0), 'Olive'], 1883.0), ([(192, 192, 192), 'Silver'], 1307.0)];1070743.0;1204588.0;6226.0869140625;5538.36865234375;5700.90185546875;6268.169921875;1678861.0;409.3786752087862;False
69;69;0aan7Vtcco0;18;['images\\maxresdefault\\69_GB_0aan7Vtcco0_0.jpg'];[False];[200];['person', 'person'];[0.58691007, 0.5677165];" 
";['fear'];[([(38, 38, 38), 'Grey15'], 5272.0), ([(48, 48, 48), 'Grey19'], 4860.0), ([(58, 58, 58), 'Grey23'], 4261.0), ([(0, 95, 135), 'DeepSkyBlue4'], 3751.0), ([(28, 28, 28), 'Grey11'], 3408.0)];[([(0, 0, 128), 'Navy'], 6711.0), ([(128, 128, 128), 'Gray'], 3978.0), ([(0, 0, 0), 'Black'], 3761.0), ([(192, 192, 192), 'Silver'], 2051.0), ([(0, 128, 128), 'Teal'], 1822.0)];1320183.0;1008743.0;4602.8896484375;3730.32763671875;5141.93603515625;4550.333984375;1678266.0;275.45086374556683;False
70;70;0enOVnTDmqA;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
71;71;0fOZ4Nwm5Pg;9;['images\\maxresdefault\\71_GB_0fOZ4Nwm5Pg_0.jpg'];[False];[200];['person', 'person'];[0.7088722, 0.67943174];" 
";['fear'];[([(135, 95, 95), 'LightPink4'], 10878.0), ([(68, 68, 68), 'Grey27'], 5190.0), ([(78, 78, 78), 'Grey30'], 4913.0), ([(58, 58, 58), 'Grey23'], 4337.0), ([(28, 28, 28), 'Grey11'], 3733.0)];[([(128, 128, 128), 'Gray'], 9126.0), ([(128, 0, 0), 'Maroon'], 4182.0), ([(128, 128, 0), 'Olive'], 3645.0), ([(0, 0, 0), 'Black'], 3417.0), ([(192, 192, 192), 'Silver'], 300.0)];1326560.0;1081045.0;5891.453125;5945.30078125;6217.69189453125;6168.14208984375;1678486.0;283.5435304885025;False
72;72;0gLsukihjVg;14;['images\\maxresdefault\\72_GB_0gLsukihjVg_0.jpg'];[False];[200];['person'];[0.9689539];"   

| ny yr ae
Sean ts = #
";['neutral'];[([(18, 18, 18), 'Grey7'], 7150.0), ([(8, 8, 8), 'Grey3'], 6286.0), ([(28, 28, 28), 'Grey11'], 5117.0), ([(228, 228, 228), 'Grey89'], 4346.0), ([(0, 0, 0), 'Black'], 3472.0)];[([(0, 0, 0), 'Black'], 11384.0), ([(128, 128, 128), 'Gray'], 6739.0), ([(192, 192, 192), 'Silver'], 1925.0), ([(128, 0, 0), 'Maroon'], 269.0), ([(255, 255, 255), 'White'], 178.0)];1142539.0;1012288.0;4210.4541015625;3181.00341796875;4182.03076171875;3909.16650390625;1679334.0;215.525225946688;False
73;73;0gv90B5DIPo;15;['images\\maxresdefault\\73_GB_0gv90B5DIPo_0.jpg'];[False];[200];['tie', 'person', 'person', 'person'];[0.7807431, 0.71224904, 0.5807658, 0.5023018];" 
";['happy', 'neutral'];[([(8, 8, 8), 'Grey3'], 3201.0), ([(215, 215, 255), 'LightSteelBlue1'], 2616.0), ([(0, 0, 0), 'Black'], 2487.0), ([(215, 175, 135), 'Tan'], 2465.0), ([(18, 18, 18), 'Grey7'], 2256.0)];[([(128, 128, 128), 'Gray'], 6012.0), ([(192, 192, 192), 'Silver'], 5806.0), ([(0, 0, 0), 'Black'], 3571.0), ([(255, 255, 255), 'White'], 2442.0), ([(0, 0, 128), 'Navy'], 1195.0)];1048974.0;1042694.0;3019.41845703125;2892.842041015625;2717.312744140625;2976.787841796875;1678757.0;331.37066697174237;False
74;74;0gwkMY-mzUQ;12;['images\\maxresdefault\\74_GB_0gwkMY-mzUQ_0.jpg'];[False];[200];['clock', 'clock'];[0.56646854, 0.5191272];" 
";[];[([(95, 0, 0), 'DarkRed'], 6221.0), ([(28, 28, 28), 'Grey11'], 4888.0), ([(135, 95, 0), 'Orange4'], 4414.0), ([(38, 38, 38), 'Grey15'], 3829.0), ([(215, 175, 95), 'LightGoldenrod3'], 3035.0)];[([(128, 0, 0), 'Maroon'], 11703.0), ([(0, 0, 0), 'Black'], 5383.0), ([(128, 128, 0), 'Olive'], 3127.0), ([(0, 128, 0), 'Green'], 352.0), ([(128, 128, 128), 'Gray'], 70.0)];1243114.0;1009453.0;4354.7216796875;5273.86328125;2444.272705078125;2968.156494140625;1679416.0;215.38508179842125;False
75;75;0hcp-eMOn4E;4;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
76;76;0lXX3dJUAGY;12;['images\\maxresdefault\\76_GB_0lXX3dJUAGY_0.jpg'];[False];[200];[];[];"See
INTELLIGENT
PEOPLE

MORE LONELY?
";[];[([(0, 95, 135), 'DeepSkyBlue4'], 13698.0), ([(255, 255, 255), 'White'], 8139.0), ([(28, 28, 28), 'Grey11'], 4853.0), ([(18, 18, 18), 'Grey7'], 2964.0), ([(58, 58, 58), 'Grey23'], 2854.0)];[([(0, 0, 0), 'Black'], 7056.0), ([(0, 0, 128), 'Navy'], 5351.0), ([(128, 128, 128), 'Gray'], 3718.0), ([(255, 255, 255), 'White'], 3058.0), ([(0, 128, 128), 'Teal'], 735.0)];1340373.0;1103156.0;5561.1591796875;5088.16796875;5914.71875;5318.38232421875;1678878.0;259.63528200434735;False
77;77;0ldBURP-cWo;17;['images\\maxresdefault\\77_GB_0ldBURP-cWo_0.jpg'];[False];[200];['person'];[0.84282357];" 
";[];[([(8, 8, 8), 'Grey3'], 6625.0), ([(18, 18, 18), 'Grey7'], 5279.0), ([(255, 255, 255), 'White'], 3514.0), ([(28, 28, 28), 'Grey11'], 3255.0), ([(38, 38, 38), 'Grey15'], 2997.0)];[([(128, 128, 128), 'Gray'], 6214.0), ([(0, 0, 0), 'Black'], 5517.0), ([(192, 192, 192), 'Silver'], 3772.0), ([(0, 0, 128), 'Navy'], 1963.0), ([(128, 128, 0), 'Olive'], 1130.0)];1217030.0;1123170.0;2888.693115234375;1863.374267578125;3565.712158203125;2700.154052734375;1678791.0;278.22674751172633;False
78;78;0nybdPCuvRI;13;['images\\maxresdefault\\78_GB_0nybdPCuvRI_0.jpg'];[False];[200];['person', 'person'];[0.7573674, 0.7464981];"93 3rdQtr 1:59 23

 
";[];[([(208, 208, 208), 'Grey82'], 14627.0), ([(215, 215, 215), 'Grey84'], 12387.0), ([(215, 215, 175), 'LightYellow3'], 4665.0), ([(58, 58, 58), 'Grey23'], 3265.0), ([(218, 218, 218), 'Grey85'], 2689.0)];[([(192, 192, 192), 'Silver'], 11877.0), ([(128, 0, 0), 'Maroon'], 3327.0), ([(128, 128, 128), 'Gray'], 1905.0), ([(0, 0, 0), 'Black'], 1706.0), ([(128, 128, 0), 'Olive'], 1446.0)];1020023.0;661909.0;8829.8125;8760.7197265625;8431.7890625;8682.0029296875;1679673.0;420.0082370438165;False
79;79;0oXu0XfXYYE;2;['images\\maxresdefault\\79_GB_0oXu0XfXYYE_0.jpg'];[False];[200];['person'];[0.8989196];" 
";['surprise'];[([(215, 175, 135), 'Tan'], 10864.0), ([(255, 175, 135), 'LightSalmon1'], 6259.0), ([(255, 215, 175), 'NavajoWhite1'], 6025.0), ([(215, 135, 95), 'LightSalmon3'], 5574.0), ([(255, 175, 175), 'LightPink1'], 4582.0)];[([(192, 192, 192), 'Silver'], 10815.0), ([(128, 128, 128), 'Gray'], 3814.0), ([(255, 255, 255), 'White'], 1861.0), ([(128, 128, 0), 'Olive'], 1478.0), ([(128, 0, 0), 'Maroon'], 1389.0)];772901.0;1090367.0;8547.02734375;6323.5654296875;9630.720703125;7979.3642578125;1679016.0;221.4708843381764;False
80;80;0uJUW24505E;31;['images\\maxresdefault\\80_GB_0uJUW24505E_0.jpg'];[False];[200];[];[];" 
";[];[([(0, 0, 0), 'Black'], 14413.0), ([(8, 8, 8), 'Grey3'], 4723.0), ([(48, 48, 48), 'Grey19'], 4618.0), ([(38, 38, 38), 'Grey15'], 4117.0), ([(58, 58, 58), 'Grey23'], 3841.0)];[([(0, 0, 0), 'Black'], 10688.0), ([(128, 128, 128), 'Gray'], 6185.0), ([(192, 192, 192), 'Silver'], 3607.0), ([(255, 255, 255), 'White'], 256.0), ([(255, 0, 0), 'Red'], 0.0)];1331471.0;1201100.0;5353.8955078125;4853.7509765625;5786.921875;5108.9052734375;1679348.0;423.75666399725435;False
81;81;11K013qpRR4;6;['images\\maxresdefault\\81_GB_11K013qpRR4_0.jpg'];[False];[200];['cup'];[0.5546306];"ie

x
FILMSEVECT

 

TRAILER.
";[];[([(95, 0, 0), 'DarkRed'], 11973.0), ([(38, 38, 38), 'Grey15'], 6237.0), ([(255, 255, 0), 'Yellow'], 4738.0), ([(255, 95, 0), 'OrangeRed1'], 3512.0), ([(255, 255, 255), 'White'], 3096.0)];[([(255, 255, 0), 'Yellow'], 9069.0), ([(128, 0, 0), 'Maroon'], 6046.0), ([(255, 0, 0), 'Red'], 3685.0), ([(128, 128, 0), 'Olive'], 827.0), ([(255, 255, 255), 'White'], 413.0)];1213396.0;944499.0;5110.962890625;7809.2236328125;6737.732421875;5656.95703125;1679402.0;241.9311291614232;False
82;82;12B8DNBoYRA;12;['images\\maxresdefault\\82_GB_12B8DNBoYRA_0.jpg'];[False];[200];[];[];" 

T-Mobile 5:50 PM

< unclemurda @

 

Era

 

realsway Lenny Grant aka
@UncleMurda premier ""The Year End
Rap Up

9 @©reply

You the PG version I'm the rated
R version | didn't mean to take ya
shit it just happened but my shit
be way better than ya shit you fell

© off my G

Who is this?

o BO
";[];[([(255, 255, 255), 'White'], 48349.0), ([(0, 0, 0), 'Black'], 4334.0), ([(238, 238, 238), 'Grey93'], 1628.0), ([(228, 228, 228), 'Grey89'], 994.0), ([(218, 218, 218), 'Grey85'], 216.0)];[([(255, 255, 255), 'White'], 16131.0), ([(0, 0, 0), 'Black'], 3336.0), ([(192, 192, 192), 'Silver'], 902.0), ([(128, 128, 128), 'Gray'], 307.0), ([(128, 0, 0), 'Maroon'], 59.0)];1187228.0;1472795.0;13601.51953125;13267.4404296875;12942.4765625;13354.3798828125;1680358.0;1955.0183045418144;False
83;83;13434sOl4Zo;6;['images\\maxresdefault\\83_GB_13434sOl4Zo_0.jpg'];[False];[200];['dog'];[0.86174476];" 
";[];[([(48, 48, 48), 'Grey19'], 8764.0), ([(38, 38, 38), 'Grey15'], 7662.0), ([(58, 58, 58), 'Grey23'], 4004.0), ([(228, 228, 228), 'Grey89'], 3950.0), ([(78, 78, 78), 'Grey30'], 2905.0)];[([(128, 128, 128), 'Gray'], 7745.0), ([(0, 0, 0), 'Black'], 5748.0), ([(192, 192, 192), 'Silver'], 4039.0), ([(128, 0, 0), 'Maroon'], 1359.0), ([(255, 255, 255), 'White'], 1233.0)];1286232.0;911905.0;5490.48974609375;5361.470703125;5403.96728515625;5732.23828125;1679289.0;228.65358654616176;False
84;84;137EH-5jNLI;26;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
85;85;14G7Qw5DC9M;1;['images\\maxresdefault\\85_GB_14G7Qw5DC9M_0.jpg'];[False];[200];[];[];" 
";[];[([(95, 95, 215), 'SlateBlue3'], 27211.0), ([(255, 255, 0), 'Yellow'], 13378.0), ([(255, 255, 255), 'White'], 2533.0), ([(238, 238, 238), 'Grey93'], 1782.0), ([(255, 215, 215), 'MistyRose1'], 1473.0)];[([(255, 255, 0), 'Yellow'], 10438.0), ([(0, 0, 255), 'Blue'], 5254.0), ([(255, 255, 255), 'White'], 1789.0), ([(0, 0, 0), 'Black'], 1534.0), ([(128, 128, 128), 'Gray'], 614.0)];1427283.0;853332.0;10500.3212890625;7091.56005859375;10120.18359375;10402.451171875;1679728.0;707.0527399611028;False
86;86;14G7U6pTcFk;3;['images\\maxresdefault\\86_GB_14G7U6pTcFk_0.jpg'];[False];[200];['person'];[0.62217164];" 
";[];[([(0, 0, 0), 'Black'], 17770.0), ([(18, 18, 18), 'Grey7'], 11095.0), ([(8, 8, 8), 'Grey3'], 8365.0), ([(28, 28, 28), 'Grey11'], 5130.0), ([(38, 38, 38), 'Grey15'], 3156.0)];[([(0, 0, 0), 'Black'], 16757.0), ([(128, 0, 0), 'Maroon'], 2266.0), ([(128, 128, 128), 'Gray'], 1100.0), ([(192, 192, 192), 'Silver'], 183.0), ([(0, 128, 128), 'Teal'], 172.0)];1311170.0;1328089.0;9465.966796875;8689.873046875;8614.5107421875;9155.0224609375;1680153.0;613.6557602105022;False
87;87;15aTCG3as6Q;13;['images\\maxresdefault\\87_GB_15aTCG3as6Q_0.jpg'];[False];[200];['person', 'person'];[0.7457214, 0.5177383];"   

OMG IT'S Nile
";[];[([(28, 28, 28), 'Grey11'], 3810.0), ([(38, 38, 38), 'Grey15'], 2187.0), ([(48, 48, 48), 'Grey19'], 2163.0), ([(135, 95, 95), 'LightPink4'], 2070.0), ([(255, 255, 255), 'White'], 2067.0)];[([(192, 192, 192), 'Silver'], 5888.0), ([(128, 128, 128), 'Gray'], 5851.0), ([(0, 0, 0), 'Black'], 3261.0), ([(128, 0, 0), 'Maroon'], 2415.0), ([(128, 128, 0), 'Olive'], 1384.0)];1107420.0;1033941.0;2035.0545654296875;2134.630615234375;1927.615966796875;1931.3697509765625;1678156.0;393.9707127330969;False
88;88;17wT_2StvnM;8;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
89;89;18RqtFuaNe8;4;['images\\maxresdefault\\89_GB_18RqtFuaNe8_0.jpg'];[False];[200];[];[];" 
";[];[([(255, 255, 255), 'White'], 6280.0), ([(135, 175, 175), 'LightSkyBlue3'], 3007.0), ([(198, 198, 198), 'Grey78'], 2500.0), ([(78, 78, 78), 'Grey30'], 1997.0), ([(95, 175, 135), 'CadetBlue'], 1975.0)];[([(128, 128, 128), 'Gray'], 9558.0), ([(192, 192, 192), 'Silver'], 7414.0), ([(255, 255, 255), 'White'], 1467.0), ([(0, 128, 128), 'Teal'], 1015.0), ([(128, 0, 0), 'Maroon'], 509.0)];798526.0;1055730.0;7241.51611328125;7020.82421875;5925.1806640625;7386.462890625;1678324.0;284.5834572703352;False
90;90;18thGW1YjRM;12;['images\\maxresdefault\\90_GB_18thGW1YjRM_0.jpg'];[False];[200];['person', 'person'];[0.9484663, 0.8354743];" 
";['happy', 'neutral'];[([(228, 228, 228), 'Grey89'], 7562.0), ([(18, 18, 18), 'Grey7'], 5139.0), ([(238, 238, 238), 'Grey93'], 4017.0), ([(8, 8, 8), 'Grey3'], 3513.0), ([(218, 218, 218), 'Grey85'], 2960.0)];[([(192, 192, 192), 'Silver'], 7025.0), ([(0, 0, 0), 'Black'], 6396.0), ([(128, 128, 128), 'Gray'], 3982.0), ([(255, 255, 255), 'White'], 2523.0), ([(128, 128, 0), 'Olive'], 310.0)];922973.0;1089759.0;5889.626953125;5767.07568359375;5247.53369140625;5654.177734375;1679334.0;238.38920032032948;False
91;91;1Aoc-cd9eYs;35;['images\\maxresdefault\\91_GB_1Aoc-cd9eYs_0.jpg'];[False];[200];['person', 'person'];[0.86671716, 0.7623494];" 
";[];[([(215, 215, 175), 'LightYellow3'], 7565.0), ([(175, 135, 95), 'LightSalmon3'], 4790.0), ([(215, 175, 135), 'Tan'], 3668.0), ([(255, 0, 0), 'Red'], 3345.0), ([(238, 238, 238), 'Grey93'], 2394.0)];[([(192, 192, 192), 'Silver'], 7727.0), ([(128, 128, 128), 'Gray'], 4655.0), ([(255, 255, 255), 'White'], 2752.0), ([(128, 128, 0), 'Olive'], 2637.0), ([(0, 0, 0), 'Black'], 1860.0)];987075.0;1044175.0;4274.66162109375;2830.65771484375;5848.23486328125;3787.232421875;1678841.0;268.79567555199634;False
92;92;1EC8lBwroOc;11;['images\\maxresdefault\\92_GB_1EC8lBwroOc_0.jpg'];[False];[200];['person', 'person', 'person'];[0.9098099, 0.8103073, 0.67610645];" 
";['neutral', 'neutral'];[([(218, 218, 218), 'Grey85'], 10924.0), ([(28, 28, 28), 'Grey11'], 3558.0), ([(228, 228, 228), 'Grey89'], 3396.0), ([(38, 38, 38), 'Grey15'], 2896.0), ([(118, 118, 118), 'Grey46'], 2556.0)];[([(0, 0, 0), 'Black'], 6628.0), ([(128, 128, 128), 'Gray'], 6609.0), ([(192, 192, 192), 'Silver'], 5937.0), ([(255, 255, 255), 'White'], 955.0), ([(0, 0, 128), 'Navy'], 503.0)];999315.0;922242.0;4381.826171875;5006.10498046875;4231.92529296875;4613.72216796875;1679189.0;319.8683217023224;False
93;93;1HcoMNJUiM0;6;['images\\maxresdefault\\93_GB_1HcoMNJUiM0_0.jpg'];[False];[200];['person'];[0.7714958];" 
";[];[([(28, 28, 28), 'Grey11'], 8016.0), ([(18, 18, 18), 'Grey7'], 4656.0), ([(38, 38, 38), 'Grey15'], 4255.0), ([(255, 255, 255), 'White'], 4213.0), ([(78, 78, 78), 'Grey30'], 3098.0)];[([(128, 128, 128), 'Gray'], 6495.0), ([(192, 192, 192), 'Silver'], 5265.0), ([(0, 0, 0), 'Black'], 3784.0), ([(255, 255, 255), 'White'], 3693.0), ([(0, 128, 128), 'Teal'], 639.0)];1210631.0;1006764.0;3029.935546875;2878.246826171875;2700.5986328125;2772.701171875;1679139.0;281.28989818098614;False
94;94;1KVBFtSuCm0;8;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
